# name              ra_Deg       dec_Deg      OBS_ID         redshift   nh_gal   SUBMODE           FILTER   radius_arcmin   counts   exposure      count_rate     
  Ark564            340.663939   29.725364    0670130701     0.02468    0.0534   PrimePartialW2    Thin1    1.09624         897.0    41338.92969   0.021698675    
  Ark564            340.663939   29.725364    0670130801     0.02468    0.0534   PrimePartialW2    Thin1    1.0163          879.0    55500.96094   0.01583756362  
  Ark564            340.663939   29.725364    0670130901     0.02468    0.0534   PrimePartialW2    Thin1    1.0             1184.0   54274.37891   0.02181508151  
  ESO113-G010       16.319708    -58.437278   0301890101     0.0257     0.0208   PrimePartialW3    Medium   1.33333         2239.0   97370.61719   0.02299461649  
  ESO362-G18        79.89916     -32.657585   0610180101     0.01244    0.0175   PrimePartialW3    Thin1    1.06482         1417.0   74007.40625   0.01914673236  
  ESO362-G18        79.89916     -32.657585   0790810101     0.01244    0.0175   PrimePartialW2    Thick    1.10972         1700.0   117887.3984   0.01442054047  
  ESO511-G030       214.843417   -26.644722   0502090201     0.02239    0.0469   PrimePartialW2    Medium   1.03528         2474.0   106624.8984   0.0232028357   
  IC4329A           207.330276   -30.309436   0101040401     0.01605    0.0461   PrimePartialW3    Medium   1.33333         365.0    12733.92969   0.02866357903  
  IC4329A           207.330276   -30.309436   0147440101     0.01605    0.0461   PrimePartialW2    Thin1    0.906569        2752.0   96123.5625    0.02862981696  
  IC4329A           207.330276   -30.309436   0800760801     0.01605    0.0461   PrimeFullWindow   Medium   0.949926        701.0    13433.08008   0.05218460665  
  IRAS05078+1626    77.689622    16.498847    0502090501     0.01788    0.188    PrimePartialW2    Thin1    1.01086         1073.0   56487.60938   0.01899531617  
  IRAS13224-3809    201.330743   -38.414632   0110890101     0.0658     0.0534   PrimePartialW3    Medium   1.33333         1044.0   61336.23047   0.01702093513  
  IRAS13224-3809    201.330743   -38.414632   0673580101     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2047.0   89167.45312   0.02295680686  
  IRAS13224-3809    201.330743   -38.414632   0673580201     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2073.0   89900.96875   0.02305870592  
  IRAS13224-3809    201.330743   -38.414632   0673580301     0.0658     0.0534   PrimePartialW3    Thin1    1.31505         2318.0   92151.40625   0.02515425531  
  IRAS13224-3809    201.330743   -38.414632   0673580401     0.0658     0.0534   PrimePartialW3    Thin1    1.23905         2824.0   118731.7031   0.02378471736  
  IRAS13224-3809    201.330743   -38.414632   0780560101     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         873.0    29287.55078   0.02980788686  
  IRAS13224-3809    201.330743   -38.414632   0780560101_1   0.0658     0.0534   PrimePartialW3    Thin1    1.33333         873.0    29287.55078   0.02980788686  
  IRAS13224-3809    201.330743   -38.414632   0780561301     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2696.0   133079.7969   0.02025852205  
  IRAS13224-3809    201.330743   -38.414632   0780561401     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         1624.0   85217.42969   0.01905713427  
  IRAS13224-3809    201.330743   -38.414632   0780561401_1   0.0658     0.0534   PrimePartialW3    Thin1    1.33333         1624.0   85217.42969   0.01905713427  
  IRAS13224-3809    201.330743   -38.414632   0780561501     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2531.0   137691.5      0.01838167207  
  IRAS13224-3809    201.330743   -38.414632   0780561601     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2713.0   137664.5      0.01970733196  
  IRAS13224-3809    201.330743   -38.414632   0780561701     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2837.0   132927.5      0.02134246112  
  IRAS13224-3809    201.330743   -38.414632   0792180101     0.0658     0.0534   PrimePartialW3    Thin1    1.29135         2706.0   135589.7969   0.01995725388  
  IRAS13224-3809    201.330743   -38.414632   0792180201     0.0658     0.0534   PrimePartialW3    Thin1    1.1125          2562.0   133105.2031   0.01924793276  
  IRAS13224-3809    201.330743   -38.414632   0792180301     0.0658     0.0534   PrimePartialW3    Thin1    1.25953         2519.0   126720.7969   0.01987834722  
  IRAS13224-3809    201.330743   -38.414632   0792180401     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         13.0     456.506012    0.02847717151  
  IRAS13224-3809    201.330743   -38.414632   0792180501     0.0658     0.0534   PrimePartialW3    Thin1    1.15488         2452.0   127361.8984   0.01925222559  
  IRAS13224-3809    201.330743   -38.414632   0792180601     0.0658     0.0534   PrimePartialW3    Thin1    1.33333         2474.0   128098.2969   0.01931329347  
  IRAS13349+2438    204.328028   24.384272    0402080201     0.10764    0.0102   PrimePartialW3    Thin1    1.05326         698.0    33977.14844   0.02054321896  
  IRAS13349+2438    204.328028   24.384272    0402080301     0.10764    0.0102   PrimePartialW3    Thin1    1.00018         1133.0   59788.85938   0.01895001865  
  IRAS13349+2438    204.328028   24.384272    0402080801     0.10764    0.0102   PrimePartialW3    Thin1    1.02805         182.0    10794.58008   0.01686031311  
  IRAS17020+4544    255.876596   45.679769    0206860101     0.0604     0.0201   PrimePartialW2    Medium   1.00406         262.0    18999.83008   0.01378959701  
  IRAS17020+4544    255.876596   45.679769    0206860201     0.0604     0.0201   PrimePartialW2    Medium   0.971811        518.0    14434.41992   0.03588644385  
  IRAS17020+4544    255.876596   45.679769    0721220101     0.0604     0.0201   PrimePartialW2    Medium   0.992005        1459.0   75500.39844   0.01932440133  
  IRAS17020+4544    255.876596   45.679769    0721220301     0.0604     0.0201   PrimePartialW2    Medium   1.08026         1240.0   81150.50781   0.01528024942  
  IRAS18325-5926    279.242875   -59.402389   0724820101     0.02002    0.0647   PrimePartialW2    Thin1    0.989825        2094.0   106147.0      0.01972735923  
  IRAS18325-5926    279.242875   -59.402389   0724820201     0.02002    0.0647   PrimePartialW2    Thin1    1.07911         1745.0   97838.57812   0.01783550041  
  IRAS18325-5926    279.242875   -59.402389   0795690101     0.02002    0.0647   PrimePartialW2    Thin1    1.03706         1018.0   51038.69141   0.01994565244  
  IZW1              13.395585    12.69339     0110890301     0.0589     0.0476   PrimePartialW2    Medium   1.33333         241.0    21429.66992   0.01124609016  
  IZW1              13.395585    12.69339     0300470101     0.0589     0.0476   PrimePartialW2    Medium   1.06844         1356.0   79881.45312   0.01697515439  
  IZW1              13.395585    12.69339     0743050301     0.0589     0.0476   PrimePartialW2    Thin1    1.09707         2012.0   137115.7969   0.01467372867  
  IZW1              13.395585    12.69339     0743050301_1   0.0589     0.0476   PrimePartialW2    Thin1    0.977301        2012.0   137115.7969   0.01467372867  
  IZW1              13.395585    12.69339     0743050301_2   0.0589     0.0476   PrimePartialW2    Thin1    1.0             2012.0   137115.7969   0.01467372867  
  IZW1              13.395585    12.69339     0743050301_3   0.0589     0.0476   PrimePartialW2    Thin1    1.0             2012.0   137115.7969   0.01467372867  
  IZW1              13.395585    12.69339     0743050301_4   0.0589     0.0476   PrimePartialW2    Thin1    1.08816         2012.0   137115.7969   0.01467372867  
  IZW1              13.395585    12.69339     0743050801     0.0589     0.0476   PrimePartialW2    Thin1    1.11111         566.0    34533.91016   0.01638968763  
  MCG-02-14-009     79.088244    -10.561505   0550640101     0.02845    0.0924   PrimePartialW2    Medium   1.14541         2311.0   90203.67969   0.02561979742  
  MCG-5-23-16       146.917319   -30.948734   0112830301     0.00849    0.087    PrimeFullWindow   Medium   1.33333         220.0    10535.88965   0.02088100838  
  MCG-5-23-16       146.917319   -30.948734   0112830401     0.00849    0.087    PrimeFullWindow   Medium   1.33333         345.0    24053.57031   0.01434298508  
  MCG-5-23-16       146.917319   -30.948734   0302850201     0.00849    0.087    PrimePartialW2    Medium   1.33333         1853.0   111156.3984   0.01667020546  
  MCG-5-23-16       146.917319   -30.948734   0727960101     0.00849    0.087    PrimePartialW2    Thin1    1.11111         2229.0   116590.7031   0.01911816243  
  MCG-5-23-16       146.917319   -30.948734   0727960201     0.00849    0.087    PrimePartialW2    Thin1    1.11111         2080.0   129427.7031   0.01607074799  
  MCG-6-30-15       203.973778   -34.295538   0029740101     0.00775    0.0392   PrimePartialW2    Medium   0.989166        1426.0   65124.17969   0.02189662898  
  MCG-6-30-15       203.973778   -34.295538   0029740701     0.00775    0.0392   PrimePartialW2    Medium   1.00862         2658.0   106004.5      0.02507440722  
  MCG-6-30-15       203.973778   -34.295538   0029740801     0.00775    0.0392   PrimePartialW2    Medium   0.991172        2497.0   120449.5      0.02073067966  
  MCG-6-30-15       203.973778   -34.295538   0111570101     0.00775    0.0392   PrimeFullWindow   Medium   1.00745         996.0    40251.08984   0.02474467161  
  MCG-6-30-15       203.973778   -34.295538   0111570201     0.00775    0.0392   PrimeFullWindow   Medium   1.09015         1263.0   48930.98047   0.02581186782  
  MCG-6-30-15       203.973778   -34.295538   0693781201     0.00775    0.0392   PrimePartialW2    Medium   0.980268        2906.0   124998.7969   0.02324822376  
  MCG-6-30-15       203.973778   -34.295538   0693781301     0.00775    0.0392   PrimePartialW2    Medium   1.053           2551.0   128285.8984   0.01988527212  
  MCG-6-30-15       203.973778   -34.295538   0693781401     0.00775    0.0392   PrimePartialW2    Medium   1.09479         1239.0   36798.5       0.03366985067  
  Mrk1040           37.060317    31.311658    0554990101     0.01665    0.0663   PrimePartialW3    Thin1    1.33333         1634.0   77501.22656   0.02108353729  
  Mrk1040           37.060317    31.311658    0760530201     0.01665    0.0663   PrimePartialW2    Thin1    1.33333         1129.0   91727.28906   0.01230822377  
  Mrk1040           37.060317    31.311658    0760530301     0.01665    0.0663   PrimePartialW2    Thin1    1.33333         1107.0   81836.11719   0.01352703474  
  Mrk205            185.434254   75.310787    0124110101     0.07085    0.028    PrimeFullWindow   Medium   1.33333         315.0    16931.06055   0.01860485934  
  Mrk205            185.434254   75.310787    0124110101_1   0.07085    0.028    PrimeFullWindow   Medium   1.33333         315.0    16931.06055   0.01860485934  
  Mrk205            185.434254   75.310787    0124110101_2   0.07085    0.028    PrimeFullWindow   Medium   1.33333         315.0    16931.06055   0.01860485934  
  Mrk205            185.434254   75.310787    0401240201     0.07085    0.028    PrimePartialW3    Thin1    1.33333         856.0    31975.43945   0.02677054685  
  Mrk205            185.434254   75.310787    0401240301     0.07085    0.028    PrimePartialW3    Thin1    1.33333         966.0    34875.67969   0.02769838491  
  Mrk205            185.434254   75.310787    0401240501     0.07085    0.028    PrimePartialW3    Thin1    1.33333         1155.0   50458.21094   0.02289022893  
  Mrk335            1.581339     20.202914    0101040101     0.02578    0.0356   PrimePartialW3    Medium   1.33333         376.0    33768.48047   0.01113464375  
  Mrk335            1.581339     20.202914    0306870101     0.02578    0.0356   PrimePartialW2    Thin1    0.96201         1942.0   117614.2031   0.01651161125  
  Mrk335            1.581339     20.202914    0510010701     0.02578    0.0356   PrimeFullWindow   Medium   1.33333         364.0    20069.5       0.01813697402  
  Mrk335            1.581339     20.202914    0600540501     0.02578    0.0356   PrimeFullWindow   Thin1    1.33333         1763.0   80824.70312   0.02181263811  
  Mrk335            1.581339     20.202914    0600540601     0.02578    0.0356   PrimeFullWindow   Thin1    1.33333         2728.0   116045.1016   0.02350810128  
  Mrk335            1.581339     20.202914    0741280201     0.02578    0.0356   PrimeFullWindow   Thin1    1.33333         1938.0   69260.04688   0.02798149998  
  Mrk586            31.957767    2.715447     0048740101     0.15554    0.0294   PrimeFullWindow   Thin1    1.33333         487.0    16926.75977   0.02877101151  
  Mrk704            139.608356   16.305339    0300240101     0.02923    0.0297   PrimeFullWindow   Medium   0.950223        809.0    18462.91992   0.04381755451  
  Mrk704            139.608356   16.305339    0502091601     0.02923    0.0297   PrimePartialW2    Thin1    1.08414         1502.0   86184.49219   0.0174277293   
  Mrk766            184.610456   29.812872    0096020101     0.01293    0.0178   PrimeFullWindow   Medium   0.959017        360.0    28014.2793    0.01285058938  
  Mrk766            184.610456   29.812872    0109141301     0.01293    0.0178   PrimePartialW2    Medium   0.946284        2147.0   104861.2031   0.02047468402  
  Mrk766            184.610456   29.812872    0304030101     0.01293    0.0178   PrimePartialW3    Medium   1.04819         1380.0   78388.95312   0.01760452136  
  Mrk766            184.610456   29.812872    0304030301     0.01293    0.0178   PrimePartialW3    Medium   1.03923         2038.0   96288.96875   0.02116545671  
  Mrk766            184.610456   29.812872    0304030401     0.01293    0.0178   PrimePartialW3    Medium   1.00057         1479.0   91697.3125    0.01612915319  
  Mrk766            184.610456   29.812872    0304030501     0.01293    0.0178   PrimePartialW3    Medium   1.05326         1206.0   89918.24219   0.0134121839   
  Mrk766            184.610456   29.812872    0304030601     0.01293    0.0178   PrimePartialW3    Medium   0.989673        1354.0   77835.75781   0.01739560374  
  Mrk766            184.610456   29.812872    0304030701     0.01293    0.0178   PrimePartialW3    Medium   1.09318         413.0    20913.10938   0.01974837852  
  Mrk766            184.610456   29.812872    0763790401     0.01293    0.0178   PrimeFullWindow   Medium   1.33333         489.0    26340.82031   0.01856434212  
  Mrk841            226.005003   10.43782     0070740101     0.03642    0.0222   PrimePartialW2    Thin1    1.06968         184.0    11120.62988   0.01654582537  
  Mrk841            226.005003   10.43782     0070740301     0.03642    0.0222   PrimePartialW2    Thin1    0.915896        338.0    12678.95996   0.02665833799  
  Mrk841            226.005003   10.43782     0205340201     0.03642    0.0222   PrimePartialW2    Thin1    1.12147         1273.0   35156.58984   0.03620942775  
  Mrk841            226.005003   10.43782     0205340401     0.03642    0.0222   PrimePartialW2    Thin1    1.03798         643.0    20792.88086   0.0309240458   
  Mrk841            226.005003   10.43782     0763790501     0.03642    0.0222   PrimeFullWindow   Thin1    1.33333         621.0    24333.66016   0.02552020518  
  MS22549-3712      344.412703   -36.935003   0205390101     0.039      0.0112   PrimePartialW2    Medium   0.999019        877.0    39121.05078   0.02241759826  
  MS22549-3712      344.412703   -36.935003   0748391001     0.039      0.0112   PrimeFullWindow   Thin1    1.33333         1792.0   97478.29688   0.01838357929  
  NGC1365           53.401548    -36.140402   0151370101     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         291.0    18786.63086   0.01548973854  
  NGC1365           53.401548    -36.140402   0205590301     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         820.0    58301.78125   0.01406475038  
  NGC1365           53.401548    -36.140402   0205590401     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         1188.0   42340.94922   0.02805794442  
  NGC1365           53.401548    -36.140402   0505140201     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         1989.0   72529.45312   0.02742334203  
  NGC1365           53.401548    -36.140402   0505140401     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         2915.0   123331.2969   0.0236355254   
  NGC1365           53.401548    -36.140402   0505140501     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         2317.0   77215.79688   0.03000681329  
  NGC1365           53.401548    -36.140402   0692840201     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         2330.0   129121.3984   0.01804503381  
  NGC1365           53.401548    -36.140402   0692840301     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         2146.0   121410.1016   0.01767562972  
  NGC1365           53.401548    -36.140402   0692840401     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         1820.0   104705.7031   0.01738205223  
  NGC1365           53.401548    -36.140402   0692840401_1   0.00546    0.0134   PrimeFullWindow   Medium   1.33333         1820.0   104705.7031   0.01738205223  
  NGC1365           53.401548    -36.140402   0692840501     0.00546    0.0134   PrimeFullWindow   Medium   1.33333         2050.0   119699.0      0.01712629178  
  NGC3227           155.877412   19.86505     0101040301     0.00386    0.0199   PrimeFullWindow   Medium   1.33333         705.0    36395.87109   0.01937032907  
  NGC3227           155.877412   19.86505     0400270101     0.00386    0.0199   PrimePartialW2    Medium   1.33333         1892.0   103728.7969   0.01823987221  
  NGC3227           155.877412   19.86505     0782520201     0.00386    0.0199   PrimePartialW2    Medium   1.11111         332.0    19278.13086   0.0172215866   
  NGC3227           155.877412   19.86505     0782520201_1   0.00386    0.0199   PrimePartialW2    Medium   1.05671         332.0    19278.13086   0.0172215866   
  NGC3227           155.877412   19.86505     0782520301     0.00386    0.0199   PrimePartialW2    Medium   1.11111         1331.0   53334.71094   0.02495560539  
  NGC3227           155.877412   19.86505     0782520401     0.00386    0.0199   PrimePartialW2    Medium   1.11111         1814.0   75531.65625   0.02401642027  
  NGC3227           155.877412   19.86505     0782520501     0.00386    0.0199   PrimePartialW2    Medium   1.11111         1290.0   67208.21875   0.01919408108  
  NGC3227           155.877412   19.86505     0782520601     0.00386    0.0199   PrimePartialW2    Medium   1.11111         1469.0   84088.75      0.01746963773  
  NGC3227           155.877412   19.86505     0782520701     0.00386    0.0199   PrimePartialW2    Medium   1.11111         1425.0   68260.42188   0.02087593309  
  NGC3516           166.697876   72.568577    0107460601     0.00884    0.0345   PrimePartialW3    Thin1    1.06077         974.0    29834.84961   0.03264638544  
  NGC3516           166.697876   72.568577    0107460701     0.00884    0.0345   PrimePartialW3    Thin1    1.0888          1689.0   116499.5      0.0144979163   
  NGC3516           166.697876   72.568577    0401210401     0.00884    0.0345   PrimePartialW2    Thin1    1.08263         1494.0   46162.08984   0.03236421932  
  NGC3516           166.697876   72.568577    0401210501     0.00884    0.0345   PrimePartialW2    Thin1    1.01038         1549.0   56152.62109   0.02758553332  
  NGC3516           166.697876   72.568577    0401210601     0.00884    0.0345   PrimePartialW2    Thin1    1.00037         1157.0   61433.89062   0.01883325292  
  NGC3516           166.697876   72.568577    0401211001     0.00884    0.0345   PrimePartialW2    Thin1    1.06183         1338.0   50482.25      0.0265043654   
  NGC3783           174.757342   -37.73867    0112210101     0.00973    0.0991   PrimeFullWindow   Medium   1.0983          562.0    37204.85156   0.01510555684  
  NGC3783           174.757342   -37.73867    0112210201     0.00973    0.0991   PrimeFullWindow   Medium   0.951734        1062.0   56243.19922   0.01888228292  
  NGC3783           174.757342   -37.73867    0112210201_1   0.00973    0.0991   PrimeFullWindow   Medium   1.04167         1062.0   56243.19922   0.01888228292  
  NGC3783           174.757342   -37.73867    0112210501     0.00973    0.0991   PrimeFullWindow   Medium   1.09528         1906.0   123822.5      0.01539300208  
  NGC3783           174.757342   -37.73867    0780860901     0.00973    0.0991   PrimePartialW2    Thin1    1.11111         355.0    13904.37012   0.02553154131  
  NGC3783           174.757342   -37.73867    0780861001     0.00973    0.0991   PrimePartialW2    Thin1    1.11111         222.0    6886.849121   0.03223535119  
  NGC4051           180.79006    44.531334    0109141401     0.00234    0.0115   PrimePartialW2    Medium   1.11149         1106.0   62188.73828   0.0177845705   
  NGC4051           180.79006    44.531334    0157560101     0.00234    0.0115   PrimePartialW3    Medium   1.33333         651.0    49076.85938   0.0132649075   
  NGC4051           180.79006    44.531334    0606320101     0.00234    0.0115   PrimePartialW2    Medium   0.920875        1403.0   40359.67969   0.03476241662  
  NGC4051           180.79006    44.531334    0606320201     0.00234    0.0115   PrimePartialW2    Medium   1.05269         741.0    25467.32031   0.02909611184  
  NGC4051           180.79006    44.531334    0606320301     0.00234    0.0115   PrimePartialW2    Medium   1.0986          389.0    18869.91992   0.02061481986  
  NGC4051           180.79006    44.531334    0606320401     0.00234    0.0115   PrimePartialW2    Medium   1.08279         382.0    17878.30078   0.02136668382  
  NGC4051           180.79006    44.531334    0606321301     0.00234    0.0115   PrimePartialW2    Medium   1.07975         685.0    17493.35938   0.0391577161   
  NGC4051           180.79006    44.531334    0606321401     0.00234    0.0115   PrimePartialW2    Medium   0.92338         1307.0   34809.23047   0.03754751204  
  NGC4051           180.79006    44.531334    0606321501     0.00234    0.0115   PrimePartialW2    Medium   0.998348        741.0    17859.34961   0.04149087264  
  NGC4051           180.79006    44.531334    0606321601     0.00234    0.0115   PrimePartialW2    Medium   0.909829        1121.0   39813.16016   0.02815651899  
  NGC4051           180.79006    44.531334    0606321701     0.00234    0.0115   PrimePartialW2    Medium   1.00187         1079.0   38172.35156   0.02826653208  
  NGC4051           180.79006    44.531334    0606321801     0.00234    0.0115   PrimePartialW2    Medium   1.04081         314.0    16700.76953   0.01880152884  
  NGC4051           180.79006    44.531334    0606321901     0.00234    0.0115   PrimePartialW2    Medium   1.12294         933.0    28197.11914   0.03308848664  
  NGC4051           180.79006    44.531334    0606322001     0.00234    0.0115   PrimePartialW2    Medium   1.0983          616.0    14998.91016   0.04106965063  
  NGC4051           180.79006    44.531334    0606322101     0.00234    0.0115   PrimePartialW2    Medium   1.03766         797.0    22484.89062   0.03544602521  
  NGC4051           180.79006    44.531334    0606322201     0.00234    0.0115   PrimePartialW2    Medium   1.0002          734.0    28095.5       0.02612518019  
  NGC4051           180.79006    44.531334    0606322301     0.00234    0.0115   PrimePartialW2    Medium   1.05326         1092.0   35549.26172   0.03071793751  
  NGC4151           182.635745   39.40573     0112310101     0.00332    0.023    PrimePartialW2    Medium   0.951231        343.0    29943.85938   0.01145476926  
  NGC4151           182.635745   39.40573     0112830201     0.00332    0.023    PrimeFullWindow   Medium   1.33333         864.0    58872.53125   0.01467577462  
  NGC4151           182.635745   39.40573     0112830501     0.00332    0.023    PrimeFullWindow   Medium   1.33333         286.0    21902.60938   0.0130578049   
  NGC4151           182.635745   39.40573     0143500101     0.00332    0.023    PrimePartialW2    Medium   1.00913         345.0    10818.16016   0.03189082016  
  NGC4151           182.635745   39.40573     0143500201     0.00332    0.023    PrimePartialW2    Medium   0.915896        353.0    17275.56055   0.02043349037  
  NGC4151           182.635745   39.40573     0143500301     0.00332    0.023    PrimePartialW2    Medium   1.05235         293.0    17885.61914   0.01638187628  
  NGC4151           182.635745   39.40573     0402660101     0.00332    0.023    PrimePartialW2    Medium   1.02876         920.0    38106.08984   0.02414312263  
  NGC4151           182.635745   39.40573     0402660201     0.00332    0.023    PrimePartialW2    Medium   1.08389         405.0    28395.81055   0.01426266735  
  NGC4151           182.635745   39.40573     0679780201     0.00332    0.023    PrimeFullWindow   Medium   1.10665         265.0    12491.38965   0.02121461322  
  NGC4151           182.635745   39.40573     0761670101     0.00332    0.023    PrimePartialW3    Thin1    1.11111         463.0    29000.34961   0.01596532477  
  NGC4151           182.635745   39.40573     0761670201     0.00332    0.023    PrimePartialW3    Thin1    1.11111         456.0    32103.39062   0.01420410714  
  NGC4151           182.635745   39.40573     0761670301     0.00332    0.023    PrimePartialW3    Thin1    1.11111         611.0    44260.01953   0.01380478379  
  NGC4151           182.635745   39.40573     0761670401     0.00332    0.023    PrimePartialW3    Thin1    1.11111         283.0    13337.4502    0.02121844849  
  NGC4151           182.635745   39.40573     0761670501     0.00332    0.023    PrimePartialW3    Thin1    1.11111         625.0    39874.08984   0.01567433896  
  NGC4151           182.635745   39.40573     0761670601     0.00332    0.023    PrimePartialW3    Thin1    1.11111         669.0    44089.17969   0.01517379105  
  NGC4151           182.635745   39.40573     0761670701     0.00332    0.023    PrimePartialW3    Thin1    1.11111         714.0    38577.17969   0.01850835146  
  NGC4151           182.635745   39.40573     0761670801     0.00332    0.023    PrimePartialW3    Thin1    1.11111         828.0    40970.01953   0.02020990006  
  NGC4151           182.635745   39.40573     0761670901     0.00332    0.023    PrimePartialW3    Thin1    1.11111         619.0    42534.94922   0.01455273866  
  NGC4395           186.453592   33.546928    0112521901     0.00106    0.0185   PrimeFullWindow   Thin1    1.33333         302.0    14850.16016   0.02033648101  
  NGC4395           186.453592   33.546928    0142830101     0.00106    0.0185   PrimeFullWindow   Medium   1.33333         1385.0   103190.7031   0.01342175175  
  NGC4395           186.453592   33.546928    0744010101     0.00106    0.0185   PrimePartialW2    Medium   1.11111         651.0    51517.14062   0.0126365709   
  NGC4395           186.453592   33.546928    0744010201     0.00106    0.0185   PrimePartialW2    Medium   1.11111         366.0    20095.11914   0.01821337796  
  NGC4593           189.914272   -5.344261    0059830101     0.009      0.0189   PrimePartialW2    Medium   1.0             1122.0   70534.36719   0.01590713924  
  NGC4593           189.914272   -5.344261    0109970101     0.009      0.0189   PrimeFullWindow   Medium   1.08465         148.0    7904.736816   0.01872295099  
  NGC4593           189.914272   -5.344261    0784740101     0.009      0.0189   PrimePartialW2    Medium   1.11111         2208.0   138015.7031   0.01599817955  
  NGC4748           193.051917   -13.414722   0723100401     0.01463    0.0352   PrimePartialW3    Medium   1.33333         1085.0   44418.48047   0.02442676986  
  NGC5506           213.31205    -3.207577    0013140101     0.00618    0.0408   PrimePartialW3    Medium   1.33333         272.0    17683.00977   0.01538199682  
  NGC5506           213.31205    -3.207577    0013140201     0.00618    0.0408   PrimePartialW3    Medium   1.33333         220.0    13095.5       0.01679966401  
  NGC5506           213.31205    -3.207577    0201830201     0.00618    0.0408   PrimePartialW2    Medium   0.976806        337.0    21068.28906   0.01599560358  
  NGC5506           213.31205    -3.207577    0201830301     0.00618    0.0408   PrimePartialW2    Medium   0.959153        308.0    19346.76953   0.01591997049  
