nh,XT 030206,XT 040610,XT 060207,XT 050925,XT 070618,XT 100424,XT 110621,XT 140811,XT 151128,XT 160220,XT 151219,XT 161028
19.85103420724881,2.2701149425287355,0.6235632183908045,0.41954022988505746,0.3586206896551725,0.7413793103448276,0.22873563218390805,0.2011494252873563,0.7942528735632185,0.6425287356321839,0.496551724137931,0.9620689655172414,0.30344827586206896
20.04864101125096,2.3390804597701145,0.617816091954023,0.4218390804597701,0.3758620689655172,0.7379310344827588,0.20574712643678167,0.19655172413793104,0.7942528735632186,0.6080459770114943,0.4793103448275862,0.9448275862068967,0.30574712643678165
20.246247815253106,2.3275862068965516,0.6206896551724138,0.42183908045977003,0.3620689655172415,0.7275862068965515,0.22873563218390805,0.20114942528735633,0.7850574712643679,0.6195402298850575,0.48965517241379314,0.9218390804597701,0.29425287356321844
20.443854619255248,2.224137931034482,0.6350574712643677,0.41264367816091957,0.37241379310344835,0.703448275862069,0.2241379310344828,0.19195402298850578,0.757471264367816,0.6080459770114941,0.4827586206896551,0.9160919540229884,0.30344827586206896
20.6414614232574,2.2011494252873565,0.6293103448275861,0.40114942528735636,0.35517241379310355,0.703448275862069,0.21034482758620687,0.19195402298850578,0.7436781609195403,0.5620689655172414,0.4655172413793103,0.9103448275862066,0.2919540229885058
20.83906822725955,2.155172413793103,0.603448275862069,0.39885057471264374,0.35862068965517246,0.7034482758620688,0.19655172413793107,0.18735632183908046,0.7436781609195404,0.5333333333333333,0.46896551724137936,0.8988505747126436,0.28275862068965524
21.036675031261687,2.0977011494252875,0.589080459770115,0.3942528735632184,0.32413793103448274,0.6620689655172414,0.18045977011494252,0.18735632183908046,0.7068965517241379,0.48735632183908045,0.44482758620689655,0.8586206896551724,0.27356321839080455
21.234281835263836,1.9367816091954022,0.5804597701149424,0.39195402298850573,0.3379310344827587,0.6448275862068966,0.15747126436781608,0.1781609195402299,0.6425287356321838,0.4298850574712644,0.4275862068965516,0.806896551724138,0.2643678160919541
21.43188863926598,1.7873563218390807,0.5488505747126438,0.38735632183908053,0.3103448275862069,0.6206896551724138,0.12298850574712643,0.1597701149425287,0.6057471264367815,0.35517241379310344,0.393103448275862,0.732183908045977,0.23908045977011494
21.629495443268127,1.5804597701149428,0.5316091954022988,0.35517241379310344,0.2793103448275862,0.5586206896551723,0.10459770114942529,0.15057471264367817,0.532183908045977,0.26896551724137924,0.3586206896551724,0.6747126436781609,0.22298850574712648
