nh,exposure
19.85103420724881,8714530.0
20.048641011250957,24004360.0
20.246247815253103,50798619.0
20.443854619255248,46330958.0
20.641461423257397,53535454.0
20.839068227259542,28852940.0
21.036675031261687,18411543.0
21.234281835263833,10454733.0
21.43188863926598,4254315.0
21.629495443268127,3414815.0
