start end rate flux
0.0 2.0 0.5068402290344238 9.48817630366805e-13
2.0 6.0 0.0 0.0
6.0 10.0 -0.08342459797859192 -1.561729397062464e-13
10.0 14.0 0.0 0.0
14.0 18.0 -0.08369488269090652 -1.5667892330761823e-13
18.0 22.0 0.0 0.0
22.0 26.0 0.0 0.0
26.0 30.0 0.6729910373687744 1.2598561516946605e-12
30.0 34.0 0.0 0.0
34.0 38.0 0.0 0.0
38.0 42.0 0.4267476797103882 7.98882390361938e-13
42.0 46.0 0.6603581309318542 1.2362069918073204e-12
46.0 50.0 0.6325093507766724 1.1840733471837894e-12
50.0 54.0 2.061626434326172 3.859416258800152e-12
54.0 58.0 0.6914780139923096 1.2944642103010495e-12
58.0 62.0 -0.08359618484973907 -1.5649416170489955e-13
62.0 66.0 1.9595099687576294 3.668251900151853e-12
66.0 70.0 2.7354226112365723 5.120779668355002e-12
70.0 74.0 0.6235618591308594 1.1673233994008436e-12
74.0 78.0 1.96476411819458 3.678087782260642e-12
78.0 82.0 0.6305968165397644 1.1804930947698078e-12
82.0 86.0 0.623871922492981 1.1679038812439924e-12
86.0 90.0 0.5121728181838989 9.58800313449748e-13
90.0 94.0 -0.30972835421562195 -5.798192329910246e-13
94.0 98.0 2.4482362270355225 4.583159372850698e-12
98.0 102.0 0.0 0.0
102.0 106.0 0.6697480082511902 1.2537851616298279e-12
106.0 110.0 -0.20245790481567383 -3.7900628815923376e-13
110.0 114.0 0.4184681177139282 7.833828529445197e-13
114.0 118.0 0.0 0.0
118.0 122.0 2.005056858062744 3.753516594762196e-12
122.0 126.0 0.7263727188110352 1.3597879332943874e-12
126.0 130.0 0.6675397157669067 1.2496510987461407e-12
130.0 134.0 1.8679420948028564 3.496834332511467e-12
134.0 138.0 1.217834711074829 2.279817177056054e-12
138.0 142.0 1.9236135482788086 3.6010526158203326e-12
142.0 146.0 0.0 0.0
146.0 150.0 1.0903879404067993 2.0412337185110596e-12
150.0 154.0 0.0 0.0
154.0 158.0 1.3189644813537598 2.469134705723741e-12
158.0 162.0 0.0 0.0
162.0 166.0 0.6241284608840942 1.1683840743861862e-12
166.0 170.0 0.6656724214553833 1.246155414101613e-12
170.0 174.0 -0.20694223046302795 -3.8740104874035453e-13
174.0 178.0 0.4148804545402527 7.76666654166841e-13
178.0 182.0 -0.08368532359600067 -1.5666103397177222e-13
182.0 186.0 0.0 0.0
186.0 190.0 0.6241463422775269 1.1684176846535332e-12
190.0 194.0 0.0 0.0
194.0 198.0 0.6250866651535034 1.1701779953007807e-12
198.0 202.0 0.0 0.0
202.0 206.0 0.6783873438835144 1.269958097016577e-12
206.0 210.0 0.0 0.0
210.0 214.0 0.6244930624961853 1.169066688073983e-12
214.0 218.0 0.5474047064781189 1.0247553673681242e-12
218.0 222.0 0.5929079055786133 1.109938421554879e-12
222.0 226.0 0.0 0.0
226.0 230.0 0.0 0.0
230.0 234.0 0.0 0.0
234.0 238.0 0.0 0.0
