0149780101,  7.150e-02,  87.0
0203560201,  2.738e-03,  71.0
0300240501,  1.411e-01,  93.5
0300930301,  4.382e-03,  75.2
0502020101,  8.313e-01,  97.3
0604740101,  6.406e-03,  68.9
0675010401,  3.026e-02,  66.0
0743650701,  5.385e-03,  72.9
0760380201,  4.661e-03,  73.2
0765041301,  6.236e-03,  69.9
0770380401,  5.916e-02,  90.5
0781890401,  2.285e-01,  94.0
